file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/Command.java,br.ufmg.engsoft.reprova.routes.Command,"execute/2[br.ufmg.engsoft.reprova.routes.Request,br.ufmg.engsoft.reprova.routes.Response]",false,23,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1025,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/DeleteQuestionCommand.java,br.ufmg.engsoft.reprova.routes.command.DeleteQuestionCommand,DeleteQuestionCommand/1[br.ufmg.engsoft.reprova.database.QuestionsDAO],true,18,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/command/DeleteQuestionCommand.java,br.ufmg.engsoft.reprova.routes.command.DeleteQuestionCommand,"execute/2[br.ufmg.engsoft.reprova.routes.command.Request,br.ufmg.engsoft.reprova.routes.command.Response]",false,23,4,2,0,2,4,7,21,3,3,2,7,0,0,0,1,0,0,8,4,3,2,1,0,0,0,15,1,5,false
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/controllers/RegistryController.java,br.ufmg.engsoft.controllers.RegistryController,"login/1[java.util.Map<java.lang.String,java.lang.String>]",false,25,4,2,0,2,1,3,3,1,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,false
/src/2022-02/auth-microservice/src/main/java/br/ufmg/engsoft/controllers/RegistryController.java,br.ufmg.engsoft.controllers.RegistryController,RegistryController/0,true,20,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/MapperIterableToList.java,br.ufmg.engsoft.reprova.database.MapperIterableToList,"getQuestions/3[br.ufmg.engsoft.reprova.database.MongoCollection<br.ufmg.engsoft.reprova.database.Document>,java.lang.String,java.lang.Boolean]",false,22,4,1,1,0,5,14,7,1,4,3,14,0,0,0,3,0,0,3,0,3,0,0,0,0,1,13,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/variability/FineGrainedCourseDAOFactory.java,br.ufmg.engsoft.reprova.database.variability.FineGrainedCourseDAOFactory,"createCourseDAO/2[br.ufmg.engsoft.reprova.database.Mongo,br.ufmg.engsoft.reprova.mime.json.Json]",false,11,4,1,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/variability/XMLScoreFactory.java,br.ufmg.engsoft.reprova.model.variability.XMLScoreFactory,createScoreFile/1[java.lang.String],false,10,2,2,0,2,2,1,7,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,13,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/CourseFactory.java,br.ufmg.engsoft.reprova.model.CourseFactory,"createCourse/4[int,br.ufmg.engsoft.reprova.model.Course.Reference,java.lang.String,java.util.List<br.ufmg.engsoft.reprova.model.Student>]",false,11,3,7,7,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1025,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/CourseFactory.java,br.ufmg.engsoft.reprova.model.CourseFactory,create/0,false,6,1,11,11,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
